name,platform,year_of_release,genre,na_sales,eu_sales,jp_sales,other_sales,critic_score,user_score,rating,new_column,total_sales
Robotron X,PS,1996,Shooter,0.05,0.03,0.0,0.01,,,,Robotron X_PS_Shooter_1996,0.09
Naruto Shippuden: Shinobi Rumble,DS,2010,Fighting,0.03,0.0,0.05,0.0,,,T,Naruto Shippuden: Shinobi Rumble_DS_Fighting_2010,0.08
Martian Panic,Wii,2010,Adventure,0.08,0.0,0.0,0.0,,,T,Martian Panic_Wii_Adventure_2010,0.08
J-League Winning Eleven 2009: Club Championship,PS2,2009,Sports,0.0,0.0,0.08,0.0,,,,J-League Winning Eleven 2009: Club Championship_PS2_Sports_2009,0.08
Don King Boxing,DS,2009,Sports,0.06,0.01,0.0,0.01,71.0,7.8,T,Don King Boxing_DS_Sports_2009,0.07999999999999999
Build 'n Race,Wii,2009,Racing,0.08,0.0,0.0,0.01,,,E,Build 'n Race_Wii_Racing_2009,0.09
Grand Prix Challenge,PS2,2002,Racing,0.04,0.03,0.0,0.01,76.0,9.2,E,Grand Prix Challenge_PS2_Racing_2002,0.08
Meitantei Conan & Kindaichi Shounen no Jikenbou: Meguri au Futari no Meitantei,DS,2009,Adventure,0.0,0.0,0.08,0.0,,,,Meitantei Conan & Kindaichi Shounen no Jikenbou: Meguri au Futari no Meitantei_DS_Adventure_2009,0.08
Guilty Gear Xrd -Revelator-,PS4,2016,Fighting,0.03,0.0,0.05,0.01,,,,Guilty Gear Xrd -Revelator-_PS4_Fighting_2016,0.09
FIFA Soccer 2005,GBA,2004,Sports,0.06,0.02,0.0,0.0,75.0,7.8,E,FIFA Soccer 2005_GBA_Sports_2004,0.08
PoPoLoCrois (JP sales),PSP,2005,Role-Playing,0.0,0.0,0.08,0.0,,,,PoPoLoCrois (JP sales)_PSP_Role-Playing_2005,0.08
ShellShock 2: Blood Trails,PS3,2009,Shooter,0.04,0.03,0.0,0.01,35.0,4.8,M,ShellShock 2: Blood Trails_PS3_Shooter_2009,0.08
Ken to Mahou to Gakuen Mono. 2,PSP,2009,Role-Playing,0.0,0.0,0.08,0.0,,,,Ken to Mahou to Gakuen Mono. 2_PSP_Role-Playing_2009,0.08
Mega Man Legacy Collection,PS4,2016,Platform,0.07,0.0,0.0,0.02,77.0,6.1,E,Mega Man Legacy Collection_PS4_Platform_2016,0.09000000000000001
Knights Contract,PS3,2011,Action,0.04,0.03,0.0,0.01,51.0,6.0,M,Knights Contract_PS3_Action_2011,0.08
Kaijuu Busters Powered,DS,2011,Action,0.0,0.0,0.08,0.0,,,,Kaijuu Busters Powered_DS_Action_2011,0.08
NHL 06,GC,2005,Sports,0.06,0.02,0.0,0.0,78.0,9.3,E10+,NHL 06_GC_Sports_2005,0.08
The Spiderwick Chronicles,DS,2008,Action,0.07,0.0,0.0,0.01,60.0,,E10+,The Spiderwick Chronicles_DS_Action_2008,0.08
Initial D: Extreme Stage,PS3,2008,Racing,0.0,0.0,0.08,0.0,,,,Initial D: Extreme Stage_PS3_Racing_2008,0.08
Pinobee: Wings of Adventure,GBA,2001,Platform,0.06,0.02,0.0,0.0,61.0,,E,Pinobee: Wings of Adventure_GBA_Platform_2001,0.08
Touch Mechanic,DS,2008,Simulation,0.08,0.0,0.0,0.01,54.0,,E,Touch Mechanic_DS_Simulation_2008,0.09
State of Emergency 2,PS2,2006,Shooter,0.04,0.03,0.0,0.01,44.0,5.8,M,State of Emergency 2_PS2_Shooter_2006,0.08
Sushi Academy,DS,2009,Action,0.08,0.0,0.0,0.01,,,E,Sushi Academy_DS_Action_2009,0.09
Gintama Gin-Oh Quest: Gin-San ga Tenshoku Shitari Sekai wo Sukuttari,DS,2007,Role-Playing,0.0,0.0,0.08,0.0,,,,Gintama Gin-Oh Quest: Gin-San ga Tenshoku Shitari Sekai wo Sukuttari_DS_Role-Playing_2007,0.08
One Piece: Romance Dawn - Bouken no Yoake,3DS,2013,Fighting,0.0,0.0,0.08,0.0,,,,One Piece: Romance Dawn - Bouken no Yoake_3DS_Fighting_2013,0.08
I Am In The Movie,Wii,2012,Simulation,0.0,0.0,0.08,0.0,,,,I Am In The Movie_Wii_Simulation_2012,0.08
Fatal Frame III: The Tormented,PS2,2005,Action,0.04,0.03,0.0,0.01,78.0,8.9,M,Fatal Frame III: The Tormented_PS2_Action_2005,0.08
Seven Samurai 20XX,PS2,2004,Action,0.04,0.03,0.0,0.01,52.0,7.0,T,Seven Samurai 20XX_PS2_Action_2004,0.08
Generator Rex: Agent of Providence,Wii,2011,Action,0.06,0.01,0.0,0.01,,,E10+,Generator Rex: Agent of Providence_Wii_Action_2011,0.07999999999999999
Adventure Time: The Secret of the Nameless Kingdom,3DS,2014,Action,0.0,0.07,0.0,0.0,65.0,5.6,E10+,Adventure Time: The Secret of the Nameless Kingdom_3DS_Action_2014,0.07
Risen 3: Titan Lords,PS3,2014,Role-Playing,0.02,0.05,0.0,0.01,36.0,3.7,M,Risen 3: Titan Lords_PS3_Role-Playing_2014,0.08
"Hisshou Pachinko*Pachi-Slot Kouryaku Series DS Vol. 2: Shinseiki Evangelion - Shito, Futatabi",DS,2008,Misc,0.0,0.0,0.08,0.0,,,,"Hisshou Pachinko*Pachi-Slot Kouryaku Series DS Vol. 2: Shinseiki Evangelion - Shito, Futatabi_DS_Misc_2008",0.08
Transformers: Devastation,X360,2015,Action,0.06,0.01,0.0,0.01,,8.4,T,Transformers: Devastation_X360_Action_2015,0.07999999999999999
Jikkyou Powerful Pro Yakyuu 15,Wii,2008,Sports,0.0,0.0,0.08,0.0,,,,Jikkyou Powerful Pro Yakyuu 15_Wii_Sports_2008,0.08
Tornado Outbreak,X360,2009,Action,0.07,0.0,0.0,0.01,62.0,8.0,E10+,Tornado Outbreak_X360_Action_2009,0.08
Ninjabread Man,Wii,2007,Action,0.07,0.0,0.0,0.01,20.0,1.7,E,Ninjabread Man_Wii_Action_2007,0.08
Tom Clancy's Splinter Cell: Pandora Tomorrow,GC,2004,Action,0.06,0.02,0.0,0.0,78.0,8.0,T,Tom Clancy's Splinter Cell: Pandora Tomorrow_GC_Action_2004,0.08
DanceDanceRevolution,X360,2011,Simulation,0.08,0.0,0.0,0.01,,,E10+,DanceDanceRevolution_X360_Simulation_2011,0.09
Battlefield 2,PC,2005,Shooter,0.0,0.07,0.0,0.01,91.0,8.4,T,Battlefield 2_PC_Shooter_2005,0.08
Slayers Royal,PS,1998,Role-Playing,0.0,0.0,0.08,0.01,,,,Slayers Royal_PS_Role-Playing_1998,0.09
Swingerz Golf,GC,2002,Sports,0.06,0.02,0.0,0.0,72.0,9.3,E,Swingerz Golf_GC_Sports_2002,0.08
Pro Evolution Soccer 2008 (JP sales),DS,2007,Sports,0.0,0.0,0.08,0.0,,,,Pro Evolution Soccer 2008 (JP sales)_DS_Sports_2007,0.08
Murder in Venice,DS,2011,Adventure,0.05,0.02,0.0,0.01,,,E10+,Murder in Venice_DS_Adventure_2011,0.08
Titanfall 2,PC,2016,Shooter,0.03,0.04,0.0,0.01,85.0,8.0,M,Titanfall 2_PC_Shooter_2016,0.08
Persona 4: Arena Ultimax,X360,2014,Fighting,0.06,0.01,0.0,0.01,85.0,7.4,T,Persona 4: Arena Ultimax_X360_Fighting_2014,0.07999999999999999
Supremacy MMA,X360,2011,Fighting,0.05,0.02,0.0,0.01,49.0,6.2,M,Supremacy MMA_X360_Fighting_2011,0.08
Pretty Rhythm Rainbow Live: Kira Kira My * Design,3DS,2013,Misc,0.0,0.0,0.08,0.0,,,,Pretty Rhythm Rainbow Live: Kira Kira My * Design_3DS_Misc_2013,0.08
The King of Fighters 2006,PS2,2006,Fighting,0.01,0.01,0.05,0.0,66.0,8.6,T,The King of Fighters 2006_PS2_Fighting_2006,0.07
Nobunaga's Ambition: Rise to Power,PS2,2004,Strategy,0.0,0.0,0.08,0.0,70.0,8.8,T,Nobunaga's Ambition: Rise to Power_PS2_Strategy_2004,0.08
FIFA Soccer 2003,GC,2002,Sports,0.06,0.02,0.0,0.0,86.0,7.8,E,FIFA Soccer 2003_GC_Sports_2002,0.08
DaGeDar,DS,2011,Action,0.08,0.0,0.0,0.01,,,E,DaGeDar_DS_Action_2011,0.09
Little League World Series Baseball 2010,PS3,2010,Sports,0.07,0.0,0.0,0.01,61.0,,E,Little League World Series Baseball 2010_PS3_Sports_2010,0.08
Outlaw Golf,GC,2002,Sports,0.06,0.02,0.0,0.0,69.0,,T,Outlaw Golf_GC_Sports_2002,0.08
Steins;Gate: Hiyoku Renri no Darling,X360,2011,Adventure,0.0,0.0,0.08,0.0,,,,Steins;Gate: Hiyoku Renri no Darling_X360_Adventure_2011,0.08
Major League Baseball 2K11,PC,2011,Sports,0.06,0.01,0.0,0.01,74.0,5.9,E,Major League Baseball 2K11_PC_Sports_2011,0.07999999999999999
King's Field (Japan),PS,1994,Role-Playing,0.0,0.0,0.08,0.01,,,,King's Field (Japan)_PS_Role-Playing_1994,0.09
Slam 'n Jam '96 featuring Magic & Kareem,PS,1995,Sports,0.04,0.03,0.0,0.01,,,,Slam 'n Jam '96 featuring Magic & Kareem_PS_Sports_1995,0.08
Petz: Dogz Family,PSP,2009,Simulation,0.05,0.02,0.0,0.01,,,E,Petz: Dogz Family_PSP_Simulation_2009,0.08
My English Coach: Para Hispanoparlantes,DS,2009,Misc,0.07,0.0,0.0,0.01,,,E,My English Coach: Para Hispanoparlantes_DS_Misc_2009,0.08
ToraDora Portable!,PSP,2009,Adventure,0.0,0.0,0.08,0.0,,,,ToraDora Portable!_PSP_Adventure_2009,0.08
The Italian Job,XB,2003,Racing,0.06,0.02,0.0,0.0,54.0,5.8,T,The Italian Job_XB_Racing_2003,0.08
Smuggler's Run: Warzones,GC,2002,Misc,0.06,0.02,0.0,0.0,79.0,6.9,T,Smuggler's Run: Warzones_GC_Misc_2002,0.08
SafeCracker: The Ultimate Puzzle Adventure,Wii,2008,Puzzle,0.07,0.01,0.0,0.01,56.0,7.8,E,SafeCracker: The Ultimate Puzzle Adventure_Wii_Puzzle_2008,0.09
Warriors Orochi 3 Hyper,WiiU,2012,Action,0.04,0.02,0.02,0.01,64.0,7.4,T,Warriors Orochi 3 Hyper_WiiU_Action_2012,0.09
Diva Girls: Divas on Ice,Wii,2009,Sports,0.07,0.0,0.0,0.01,,,E,Diva Girls: Divas on Ice_Wii_Sports_2009,0.08
NBA 10: The Inside,PSP,2009,Sports,0.07,0.0,0.0,0.01,69.0,3.0,E,NBA 10: The Inside_PSP_Sports_2009,0.08
Kaidan Restaurant: Ura Menu 100-Sen,DS,2010,Misc,0.0,0.0,0.08,0.0,,,,Kaidan Restaurant: Ura Menu 100-Sen_DS_Misc_2010,0.08
Qubed,X360,2009,Puzzle,0.07,0.0,0.0,0.01,,,E,Qubed_X360_Puzzle_2009,0.08
R/C Stunt Copter,PS,1998,Simulation,0.04,0.03,0.0,0.01,,,,R/C Stunt Copter_PS_Simulation_1998,0.08
Yamakawa Shuppansha Kanshuu: Shousetsu Sekaishi B,DS,2007,Misc,0.0,0.0,0.08,0.0,,,,Yamakawa Shuppansha Kanshuu: Shousetsu Sekaishi B_DS_Misc_2007,0.08
Cartoon Network: Punch Time Explosion XL,Wii,2011,Fighting,0.07,0.01,0.0,0.01,,,,Cartoon Network: Punch Time Explosion XL_Wii_Fighting_2011,0.09
Final Fantasy VI,PS,1999,Role-Playing,0.0,0.0,0.08,0.01,,,,Final Fantasy VI_PS_Role-Playing_1999,0.09
PAC-MAN and the Ghostly Adventures,PS3,2013,Platform,0.03,0.03,0.0,0.01,51.0,3.1,E10+,PAC-MAN and the Ghostly Adventures_PS3_Platform_2013,0.06999999999999999
WSC Real 11: World Snooker Championship,PS3,2011,Sports,0.0,0.06,0.0,0.02,,,,WSC Real 11: World Snooker Championship_PS3_Sports_2011,0.08
Pop'n Music,Wii,2009,Misc,0.07,0.0,0.0,0.01,,,E,Pop'n Music_Wii_Misc_2009,0.08
Jikkyou Powerful Major League 2009,PS2,2009,Sports,0.0,0.0,0.08,0.0,,,,Jikkyou Powerful Major League 2009_PS2_Sports_2009,0.08
Space Channel 5 Special Edition,PS2,2003,Misc,0.04,0.03,0.0,0.01,79.0,8.6,T,Space Channel 5 Special Edition_PS2_Misc_2003,0.08
The Legend of Alon D'ar,PS2,2001,Role-Playing,0.04,0.03,0.0,0.01,43.0,6.7,T,The Legend of Alon D'ar_PS2_Role-Playing_2001,0.08
Uta no Prince-Sama: All Star After Secret,PSP,2015,Action,0.0,0.0,0.08,0.0,,,,Uta no Prince-Sama: All Star After Secret_PSP_Action_2015,0.08
The Sims 3: Fast Lane Stuff,PC,2010,Simulation,0.01,0.05,0.0,0.02,,5.4,T,The Sims 3: Fast Lane Stuff_PC_Simulation_2010,0.08
Black/Matrix,SAT,1998,Strategy,0.0,0.0,0.08,0.0,,,,Black/Matrix_SAT_Strategy_1998,0.08
My Friends,DS,2009,Misc,0.07,0.0,0.0,0.01,,,E,My Friends_DS_Misc_2009,0.08
Big Mutha Truckers,GC,2003,Racing,0.06,0.02,0.0,0.0,63.0,8.2,T,Big Mutha Truckers_GC_Racing_2003,0.08
Man vs. Wild,PS3,2010,Action,0.07,0.0,0.0,0.01,,,,Man vs. Wild_PS3_Action_2010,0.08
The King of Fighters '96,PS,1997,Fighting,0.0,0.0,0.07,0.01,,,,The King of Fighters '96_PS_Fighting_1997,0.08
Legend of the Guardians: The Owls of Ga'Hoole,PS3,2010,Action,0.06,0.01,0.0,0.01,62.0,,E10+,Legend of the Guardians: The Owls of Ga'Hoole_PS3_Action_2010,0.07999999999999999
Super Robot Taisen OG Saga: Endless Frontier,DS,2008,Role-Playing,0.07,0.0,0.0,0.01,73.0,9.0,T,Super Robot Taisen OG Saga: Endless Frontier_DS_Role-Playing_2008,0.08
Sniper: Ghost Warrior 2,PC,2013,Shooter,0.02,0.05,0.0,0.01,52.0,5.8,M,Sniper: Ghost Warrior 2_PC_Shooter_2013,0.08
Samurai Shodown Sen,X360,2009,Fighting,0.07,0.01,0.0,0.01,46.0,5.2,M,Samurai Shodown Sen_X360_Fighting_2009,0.09
NHL Breakaway 99,N64,1998,Sports,0.07,0.01,0.0,0.0,,,,NHL Breakaway 99_N64_Sports_1998,0.08
Tony Hawk's Pro Skater 3,N64,2002,Sports,0.06,0.02,0.0,0.0,,,,Tony Hawk's Pro Skater 3_N64_Sports_2002,0.08
Iggy's Reckin' Balls,N64,1998,Racing,0.06,0.02,0.0,0.0,,,,Iggy's Reckin' Balls_N64_Racing_1998,0.08
The Space Bar,SAT,1996,Adventure,0.0,0.0,0.08,0.0,,,,The Space Bar_SAT_Adventure_1996,0.08
Bust-A-Move 2 Arcade Edition,N64,1997,Puzzle,0.06,0.02,0.0,0.0,,,,Bust-A-Move 2 Arcade Edition_N64_Puzzle_1997,0.08
Knife Edge: NoseGunner,N64,1998,Shooter,0.06,0.02,0.0,0.0,,,,Knife Edge: NoseGunner_N64_Shooter_1998,0.08
Wetrix,N64,1998,Puzzle,0.06,0.02,0.0,0.0,,,,Wetrix_N64_Puzzle_1998,0.08
EyeCreate,PS3,2007,Misc,0.0,0.07,0.0,0.01,,,,EyeCreate_PS3_Misc_2007,0.08
Samurai Western,PS2,2004,Action,0.04,0.03,0.0,0.01,58.0,7.6,M,Samurai Western_PS2_Action_2004,0.08
Looney Tunes: Acme Arsenal,X360,2007,Action,0.06,0.01,0.0,0.01,40.0,6.8,E10+,Looney Tunes: Acme Arsenal_X360_Action_2007,0.07999999999999999
Line Rider 2: Unbound,DS,2008,Puzzle,0.07,0.0,0.0,0.01,59.0,5.6,E,Line Rider 2: Unbound_DS_Puzzle_2008,0.08
Princess in Love,DS,2009,Simulation,0.07,0.0,0.0,0.01,,,E,Princess in Love_DS_Simulation_2009,0.08
Harry Potter and the Sorcerer's Stone,GC,2003,Action,0.06,0.02,0.0,0.0,62.0,8.3,E,Harry Potter and the Sorcerer's Stone_GC_Action_2003,0.08
High Heat Major League Baseball 2004,XB,2003,Sports,0.06,0.02,0.0,0.0,83.0,8.4,E,High Heat Major League Baseball 2004_XB_Sports_2003,0.08
TimeSplitters: Future Perfect,GC,2005,Shooter,0.06,0.02,0.0,0.0,82.0,9.1,M,TimeSplitters: Future Perfect_GC_Shooter_2005,0.08
Pro Cycling Manager 2016,PS4,2016,Sports,0.0,0.07,0.0,0.01,,,,Pro Cycling Manager 2016_PS4_Sports_2016,0.08
Sports Collection,DS,2010,Sports,0.06,0.01,0.0,0.01,,,E,Sports Collection_DS_Sports_2010,0.07999999999999999
Captain Tsubasa: New Kick Off,DS,2010,Sports,0.0,0.02,0.06,0.0,,,,Captain Tsubasa: New Kick Off_DS_Sports_2010,0.08
Puzzler Mind Gym 3D,3DS,2011,Puzzle,0.07,0.0,0.0,0.01,51.0,,E,Puzzler Mind Gym 3D_3DS_Puzzle_2011,0.08
"Warhammer 40,000: Dawn of War II - Retribution",PC,2011,Strategy,0.0,0.06,0.0,0.02,80.0,7.8,M,"Warhammer 40,000: Dawn of War II - Retribution_PC_Strategy_2011",0.08
Kenshuui Tendo Dokuta,DS,2004,Simulation,0.0,0.0,0.08,0.0,,,,Kenshuui Tendo Dokuta_DS_Simulation_2004,0.08
Super Sentai Battle: Ranger Cross,Wii,2011,Action,0.0,0.0,0.08,0.0,,,,Super Sentai Battle: Ranger Cross_Wii_Action_2011,0.08
The Sims 2: Ikea Home Stuff,PC,2008,Simulation,0.0,0.07,0.0,0.01,,,T,The Sims 2: Ikea Home Stuff_PC_Simulation_2008,0.08
AKB1/149: Love Election,PS3,2013,Adventure,0.0,0.0,0.08,0.0,,,,AKB1/149: Love Election_PS3_Adventure_2013,0.08
Pilot ni Narou! 2,PS2,2001,Simulation,0.0,0.0,0.08,0.0,,,,Pilot ni Narou! 2_PS2_Simulation_2001,0.08
Gradius III and IV,PS2,2000,Shooter,0.04,0.03,0.0,0.01,64.0,,E,Gradius III and IV_PS2_Shooter_2000,0.08
Ken to Mahou to Gakuen Mono. Final: Shinnyusei wa Ohimesama,PSP,2011,Strategy,0.0,0.0,0.08,0.0,,,,Ken to Mahou to Gakuen Mono. Final: Shinnyusei wa Ohimesama_PSP_Strategy_2011,0.08
Sherlock Holmes: Crimes & Punishments,XOne,2014,Adventure,0.03,0.04,0.0,0.01,,,,Sherlock Holmes: Crimes & Punishments_XOne_Adventure_2014,0.08
Incredible Crisis,PS,1999,Action,0.04,0.03,0.0,0.01,80.0,7.5,T,Incredible Crisis_PS_Action_1999,0.08
Midway Arcade Treasures 3,XB,2005,Misc,0.06,0.02,0.0,0.0,68.0,,E,Midway Arcade Treasures 3_XB_Misc_2005,0.08
SingStar Apres-Ski Party 2,PS3,2010,Misc,0.0,0.06,0.0,0.01,,,,SingStar Apres-Ski Party 2_PS3_Misc_2010,0.06999999999999999
Samurai Shodown III,NG,1995,Fighting,0.0,0.0,0.08,0.0,,,,Samurai Shodown III_NG_Fighting_1995,0.08
The King of Fighters EX2: Howling Blood,GBA,2002,Fighting,0.06,0.02,0.0,0.0,80.0,9.1,T,The King of Fighters EX2: Howling Blood_GBA_Fighting_2002,0.08
Cabela's North American Adventures,PS2,2010,Sports,0.04,0.03,0.0,0.01,,,T,Cabela's North American Adventures_PS2_Sports_2010,0.08
Akiba's Trip Plus,PSP,2012,Adventure,0.0,0.0,0.08,0.0,,,,Akiba's Trip Plus_PSP_Adventure_2012,0.08
Famicom Mini: SD Gundam World Gachapon Senshi - Scramble Wars,GBA,2004,Strategy,0.0,0.0,0.08,0.0,,,,Famicom Mini: SD Gundam World Gachapon Senshi - Scramble Wars_GBA_Strategy_2004,0.08
Little League World Series Baseball: Double Play,Wii,2010,Sports,0.07,0.0,0.0,0.01,,,E,Little League World Series Baseball: Double Play_Wii_Sports_2010,0.08
Kobitodzukan: Kobito no Fushigi - Jikken Set,3DS,2013,Misc,0.0,0.0,0.08,0.0,,,,Kobitodzukan: Kobito no Fushigi - Jikken Set_3DS_Misc_2013,0.08
Bakugan: Rise of the Resistance,DS,2011,Strategy,0.05,0.02,0.0,0.01,,,E10+,Bakugan: Rise of the Resistance_DS_Strategy_2011,0.08
Ice Age 2: The Meltdown,Wii,2006,Platform,0.06,0.01,0.0,0.01,66.0,7.8,E10+,Ice Age 2: The Meltdown_Wii_Platform_2006,0.07999999999999999
Famicom Mini: Star Soldier,GBA,2004,Shooter,0.0,0.0,0.08,0.0,,,,Famicom Mini: Star Soldier_GBA_Shooter_2004,0.08
Sentimental Graffiti 2,DC,2000,Adventure,0.0,0.0,0.08,0.0,,,,Sentimental Graffiti 2_DC_Adventure_2000,0.08
Shonen Jump's One Piece: Pirates Carnival,GC,2005,Misc,0.06,0.02,0.0,0.0,,,,Shonen Jump's One Piece: Pirates Carnival_GC_Misc_2005,0.08
The Bachelor: The Videogame,DS,2010,Misc,0.07,0.0,0.0,0.01,,,T,The Bachelor: The Videogame_DS_Misc_2010,0.08
Goblin Commander: Unleash the Horde,XB,2003,Strategy,0.06,0.02,0.0,0.0,70.0,,T,Goblin Commander: Unleash the Horde_XB_Strategy_2003,0.08
Doraemon: Nobita and the Island of Miracles,3DS,2012,Action,0.0,0.0,0.08,0.0,,,,Doraemon: Nobita and the Island of Miracles_3DS_Action_2012,0.08
Gekijouban Madoka Magicka: The Battle Pentagram,PSV,2013,Action,0.0,0.0,0.08,0.0,,,,Gekijouban Madoka Magicka: The Battle Pentagram_PSV_Action_2013,0.08
Sentimental Graffiti: First Window,SAT,1997,Adventure,0.0,0.0,0.08,0.0,,,,Sentimental Graffiti: First Window_SAT_Adventure_1997,0.08
Cartoon Network Collection: Game Boy Advance Video Volume 2,GBA,2004,Misc,0.06,0.02,0.0,0.0,,,,Cartoon Network Collection: Game Boy Advance Video Volume 2_GBA_Misc_2004,0.08
Knights Contract,X360,2011,Action,0.05,0.03,0.0,0.01,49.0,5.6,M,Knights Contract_X360_Action_2011,0.09
Tempest 3X,PS,1995,Shooter,0.04,0.03,0.0,0.01,,,,Tempest 3X_PS_Shooter_1995,0.08
Hidden Invasion,PS2,2001,Shooter,0.04,0.03,0.0,0.01,39.0,5.8,T,Hidden Invasion_PS2_Shooter_2001,0.08
A-Train,PS,1995,Simulation,0.02,0.01,0.04,0.01,,,,A-Train_PS_Simulation_1995,0.08
Disney's Meet the Robinsons,X360,2007,Action,0.07,0.0,0.0,0.01,65.0,,E10+,Disney's Meet the Robinsons_X360_Action_2007,0.08
Superman: Shadow of Apokolips,GC,2003,Action,0.06,0.02,0.0,0.0,66.0,7.3,E,Superman: Shadow of Apokolips_GC_Action_2003,0.08
Pony Friends 2,Wii,2009,Simulation,0.03,0.04,0.0,0.01,,,E,Pony Friends 2_Wii_Simulation_2009,0.08
Armored Core 3 Portable,PSP,2009,Simulation,0.0,0.0,0.08,0.0,43.0,6.7,T,Armored Core 3 Portable_PSP_Simulation_2009,0.08
PAC-MAN and the Ghostly Adventures,X360,2013,Platform,0.04,0.03,0.0,0.01,49.0,5.1,E10+,PAC-MAN and the Ghostly Adventures_X360_Platform_2013,0.08
Bleach: Erabareshi Tamashii,PS2,2005,Adventure,0.0,0.0,0.08,0.0,,,,Bleach: Erabareshi Tamashii_PS2_Adventure_2005,0.08
Sengoku Musou 3: Moushouden ,Wii,2011,Action,0.0,0.0,0.08,0.0,,,,Sengoku Musou 3: Moushouden _Wii_Action_2011,0.08
Witches & Vampires: The Secrets of Ashburry,DS,2010,Adventure,0.05,0.02,0.0,0.01,,,,Witches & Vampires: The Secrets of Ashburry_DS_Adventure_2010,0.08
Batman: Dark Tomorrow,GC,2003,Action,0.06,0.02,0.0,0.0,29.0,3.2,T,Batman: Dark Tomorrow_GC_Action_2003,0.08
Pac-Man and the Ghostly Adventures 2,3DS,2014,Adventure,0.03,0.04,0.0,0.01,60.0,,E10+,Pac-Man and the Ghostly Adventures 2_3DS_Adventure_2014,0.08
Crush,PSP,2007,Puzzle,0.07,0.0,0.0,0.01,83.0,9.0,E10+,Crush_PSP_Puzzle_2007,0.08
Discovery Kids: Spider Quest,DS,2009,Misc,0.07,0.0,0.0,0.01,,,E,Discovery Kids: Spider Quest_DS_Misc_2009,0.08
Yuu Yuu Hakusho: Makyo Toitsusen,GEN,1994,Fighting,0.0,0.0,0.08,0.0,,,,Yuu Yuu Hakusho: Makyo Toitsusen_GEN_Fighting_1994,0.08
The First Templar,PC,2011,Action,0.06,0.01,0.0,0.01,57.0,5.8,T,The First Templar_PC_Action_2011,0.07999999999999999
Ogre Battle Series: Tactics Ogre,PS,1997,Role-Playing,0.04,0.03,0.0,0.01,,,,Ogre Battle Series: Tactics Ogre_PS_Role-Playing_1997,0.08
Ultimate Card Games DS,DS,2008,Strategy,0.07,0.0,0.0,0.01,,,E,Ultimate Card Games DS_DS_Strategy_2008,0.08
Jillian Michaels Fitness Ultimatum 2010,DS,2009,Sports,0.07,0.0,0.0,0.01,,8.2,E,Jillian Michaels Fitness Ultimatum 2010_DS_Sports_2009,0.08
Battlestar Galactica,XB,2003,Shooter,0.06,0.02,0.0,0.0,63.0,,T,Battlestar Galactica_XB_Shooter_2003,0.08
Fireblade,XB,2002,Action,0.06,0.02,0.0,0.0,71.0,,T,Fireblade_XB_Action_2002,0.08
Earth Defense Force 2017,X360,2006,Action,0.04,0.0,0.03,0.0,69.0,7.7,T,Earth Defense Force 2017_X360_Action_2006,0.07
Tomb Raider: Legend,GC,2006,Action,0.06,0.02,0.0,0.0,78.0,7.8,T,Tomb Raider: Legend_GC_Action_2006,0.08
Boxing Fever,GBA,2001,Sports,0.06,0.02,0.0,0.0,76.0,,E,Boxing Fever_GBA_Sports_2001,0.08
RoadKill,XB,2003,Action,0.06,0.02,0.0,0.0,68.0,7.4,M,RoadKill_XB_Action_2003,0.08
The $1 Pyramid,Wii,2011,Misc,0.07,0.0,0.0,0.01,,,,The $1 Pyramid_Wii_Misc_2011,0.08
Game of Thrones,PC,2012,Role-Playing,0.0,0.07,0.0,0.01,58.0,6.5,M,Game of Thrones_PC_Role-Playing_2012,0.08
From Russia With Love,PSP,2006,Action,0.07,0.0,0.0,0.01,61.0,6.9,T,From Russia With Love_PSP_Action_2006,0.08
UEFA Euro 2016,PS3,2016,Sports,0.0,0.04,0.03,0.01,,,,UEFA Euro 2016_PS3_Sports_2016,0.08
7 Wonders of the Ancient World,PSP,2007,Puzzle,0.07,0.0,0.0,0.01,51.0,,E,7 Wonders of the Ancient World_PSP_Puzzle_2007,0.08
Gintama: Gin-San to Issho! Boku no Kabuki Machi Nikki,PS2,2007,Action,0.0,0.0,0.08,0.0,,,,Gintama: Gin-San to Issho! Boku no Kabuki Machi Nikki_PS2_Action_2007,0.08
Lost Dimension,PSV,2014,Role-Playing,0.03,0.01,0.02,0.02,72.0,8.3,T,Lost Dimension_PSV_Role-Playing_2014,0.08
Indycar Series 2005,XB,2004,Action,0.06,0.02,0.0,0.0,72.0,,E,Indycar Series 2005_XB_Action_2004,0.08
Resident Evil 6,PS4,2016,Shooter,0.06,0.0,0.0,0.01,60.0,6.7,M,Resident Evil 6_PS4_Shooter_2016,0.06999999999999999
Final Fantasy XI: Vana'diel Collection 2008,PS2,2007,Role-Playing,0.03,0.03,0.01,0.01,,,T,Final Fantasy XI: Vana'diel Collection 2008_PS2_Role-Playing_2007,0.07999999999999999
Assassin's Creed: Rogue,PC,2015,Action,0.05,0.02,0.0,0.01,74.0,7.5,M,Assassin's Creed: Rogue_PC_Action_2015,0.08
Taz Wanted,GC,2002,Platform,0.06,0.02,0.0,0.0,61.0,7.0,E,Taz Wanted_GC_Platform_2002,0.08
Drama Queens,DS,2009,Misc,0.07,0.0,0.0,0.01,,,T,Drama Queens_DS_Misc_2009,0.08
Wordfish,DS,2008,Puzzle,0.07,0.0,0.0,0.01,,,E,Wordfish_DS_Puzzle_2008,0.08
